batsman,batsman_hand,batsman_style,batsman_form,bowler,bowler_type,bowler_form,venue,weather,inning,overs,wickets,runs_needed,balls_remaining,current_run_rate,required_run_rate,ball_age,ball_type,bowling_speed_kph,bowling_path_type,pitch_line,pitch_length,batsman_reaction,shot_contact,runs_scored,is_wicket,win_probability_after
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Night (Dew),1,18.1,9,0,11,8.4,0.0,18.1,Pink Ball,92.4,Normal,On the Off Stump,Good Length,Drive,Edge,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Night (Dew),1,9.4,4,0,62,7.66,0.0,9.4,SG Test,140.1,In-swinger,On the Off Stump,Good Length,Defensive,Weak,0,0,0.18507524173861434
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,8.5,4,111,67,10.47,9.94,8.5,Pink Ball,128.4,Cutter,Middle Stump,Good Length,Sweep,Weak,1,0,0.7562078031272459
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,8.4,5,0,68,8.57,0.0,8.4,SG Test,81.1,Leg-break,On the Off Stump,Good Length,Lofted Shot,Weak,0,1,0.18236338767424673
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Overcast,2,1.1,0,147,113,8.18,7.81,1.1,White Kookaburra,81.7,Googly,Outside Off,Short,Defensive,Solid,2,0,0.9701495407396651
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Overcast,1,8.6,6,0,66,10.35,0.0,8.6,Pink Ball,148.1,Yorker,Middle Stump,Yorker,Defensive,Weak,0,0,0.24985701889552894
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Humid,2,4.1,2,134,95,5.85,8.46,4.1,Pink Ball,88.8,Normal,Leg Stump,Good Length,Defensive,Solid,1,0,0.9189915460497325
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Sunny,2,0.3,0,164,117,6.67,8.41,0.3,Pink Ball,138.2,Out-swinger,Middle Stump,Good Length,Defensive,Weak,1,0,0.9626421230639307
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Sunny,1,1.5,0,0,109,8.0,0.0,1.5,White Kookaburra,81.4,Normal,Outside Off,Full,Slog,Weak,1,0,0.44398610945538003
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,3.5,1,0,97,8.0,0.0,3.5,White Kookaburra,147.3,Out-swinger,On the Off Stump,Full,Lofted Shot,Edge,1,0,0.34298953732650117
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Night (Dew),1,14.1,7,0,35,7.02,0.0,14.1,SG Test,84.8,Leg-break,Outside Off,Full,Defensive,Solid,4,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,2,19.1,9,1,5,8.8,1.2,19.1,White Kookaburra,99.7,Leg-break,Leg Stump,Good Length,Glance,Weak,0,0,0.8884494598171035
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Overcast,1,9.4,4,0,62,8.3,0.0,9.4,White Kookaburra,99.0,Googly,Middle Stump,Full,Slog,Edge,1,0,0.19994043776580897
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,8.4,4,0,68,8.93,0.0,8.4,SG Test,142.9,In-swinger,Leg Stump,Good Length,Defensive,Weak,0,0,0.2505996576847847
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Overcast,2,0.3,0,172,117,6.67,8.82,0.3,White Kookaburra,95.2,Normal,Middle Stump,Full,Defensive,Solid,0,0,0.9563201939435946
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Humid,2,10.4,6,93,56,7.31,9.96,10.4,SG Test,140.0,Yorker,Outside Off,Yorker,Ramp/Scoop,Edge,0,0,0.5619527299957288
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Overcast,1,4.2,2,0,94,6.9,0.0,4.2,SG Test,93.5,Googly,Leg Stump,Full,Drive,Weak,0,0,0.24163252194663792
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Humid,2,9.5,7,89,61,11.47,8.75,9.5,Pink Ball,83.6,Normal,Leg Stump,Good Length,Slog,Weak,1,0,0.5793242521487494
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,1.4,0,189,110,7.86,10.31,1.4,White Kookaburra,136.7,In-swinger,Middle Stump,Good Length,Glance,Weak,0,0,0.9281568585953468
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,1.3,0,0,111,8.46,0.0,1.3,SG Test,125.5,Cutter,Outside Off,Good Length,Defensive,Weak,0,0,0.4708456083757345
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Night (Dew),1,6.4,3,0,80,10.31,0.0,6.4,Pink Ball,96.5,Googly,On the Off Stump,Good Length,Slog,Weak,0,0,0.44338960625265644
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,0.6,0,0,114,8.33,0.0,0.6,Pink Ball,84.1,Leg-break,Outside Off,Full,Ramp/Scoop,Weak,0,0,0.45285917842567996
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,13.1,6,67,41,6.64,9.8,13.1,SG Test,142.7,Bouncer,Leg Stump,Short,Pull/Hook,Edge,0,0,0.5818810295683255
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,1,11.2,5,0,52,10.09,0.0,11.2,SG Test,144.4,Bouncer,Middle Stump,Short,Defensive,Weak,0,0,0.3053834711977555
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,2,12.3,6,60,45,8.13,8.0,12.3,Pink Ball,71.6,Cutter,On the Off Stump,Good Length,Drive,Missed,0,1,0.6309661021543768
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Humid,2,3.2,1,155,100,10.31,9.3,3.2,SG Test,142.0,Yorker,On the Off Stump,Yorker,Slog,Edge,4,0,0.930666299691511
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Overcast,1,11.2,5,0,52,9.91,0.0,11.2,Pink Ball,99.7,Leg-break,Outside Off,Good Length,Drive,Weak,1,0,0.2666782525180232
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,7.6,3,143,72,8.68,11.92,7.6,White Kookaburra,85.5,Leg-break,Middle Stump,Good Length,Defensive,Weak,1,0,0.6967776531583727
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Overcast,1,7.5,4,0,73,8.8,0.0,7.5,SG Test,85.8,Leg-break,Outside Off,Good Length,Defensive,Solid,4,0,0.3318122278318339
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Humid,1,17.1,9,0,17,9.59,0.0,17.1,White Kookaburra,83.5,Googly,Outside Off,Good Length,Defensive,Weak,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Overcast,1,5.5,2,0,85,7.64,0.0,5.5,White Kookaburra,87.1,Leg-break,On the Off Stump,Full,Slog,Solid,4,0,0.2349623068154698
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,7.3,3,0,75,10.14,0.0,7.3,SG Test,81.7,Leg-break,On the Off Stump,Good Length,Drive,Edge,1,0,0.4633781990128751
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Overcast,1,0.4,0,0,116,7.5,0.0,0.4,White Kookaburra,96.7,Googly,Leg Stump,Good Length,Defensive,Weak,1,0,0.32904666709422237
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Sunny,1,16.5,9,0,19,9.03,0.0,16.5,SG Test,69.2,Cutter,Outside Off,Good Length,Drive,Edge,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Humid,2,1.4,0,145,110,7.86,7.91,1.4,SG Test,91.8,Normal,Outside Leg,Full,Defensive,Weak,0,0,0.9679046375061644
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,4.4,3,136,92,10.68,8.87,4.4,White Kookaburra,141.0,Yorker,Middle Stump,Yorker,Defensive,Weak,1,0,0.8735386209052501
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Night (Dew),1,12.3,6,0,45,8.54,0.0,12.3,SG Test,140.4,Yorker,On the Off Stump,Yorker,Slog,Edge,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Overcast,1,6.3,4,0,81,9.84,0.0,6.3,White Kookaburra,98.8,Leg-break,Leg Stump,Good Length,Glance,Solid,1,0,0.32695272142812537
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Humid,1,14.4,8,0,32,7.29,0.0,14.4,White Kookaburra,145.5,In-swinger,Middle Stump,Good Length,Glance,Solid,2,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,19.5,9,1,1,7.74,6.0,19.5,Pink Ball,138.3,Out-swinger,Outside Off,Good Length,Defensive,Weak,1,0,1.0
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,1,15.4,8,0,26,10.13,0.0,15.4,SG Test,81.9,Normal,Outside Off,Full,Drive,Solid,1,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Night (Dew),2,15.6,8,37,24,8.33,9.25,15.6,SG Test,151.6,Yorker,Middle Stump,Yorker,Ramp/Scoop,Edge,0,1,0.3164226776399007
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Overcast,2,6.5,3,109,79,8.62,8.28,6.5,Pink Ball,81.5,Leg-break,On the Off Stump,Full,Defensive,Weak,0,0,0.8874929424190715
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,1.6,1,0,108,8.75,0.0,1.6,SG Test,146.3,Yorker,On the Off Stump,Yorker,Ramp/Scoop,Weak,0,0,0.43091351710606146
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Sunny,1,4.6,3,0,90,7.83,0.0,4.6,White Kookaburra,142.8,In-swinger,On the Off Stump,Yorker,Defensive,Weak,1,0,0.2561883362874907
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Overcast,2,14.5,9,57,31,7.31,11.03,14.5,SG Test,75.0,Cutter,Leg Stump,Full,Defensive,Weak,0,1,0.0
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,17.1,9,46,17,9.88,16.24,17.1,Pink Ball,148.0,In-swinger,Leg Stump,Full,Defensive,Weak,1,0,0.03646520788399274
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Humid,1,16.4,9,0,20,9.7,0.0,16.4,White Kookaburra,86.1,Leg-break,Outside Leg,Short,Slog,Solid,2,0,0.15
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,10.3,7,0,57,9.32,0.0,10.3,Pink Ball,101.3,Leg-break,Leg Stump,Good Length,Defensive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,15.2,7,0,28,8.29,0.0,15.2,White Kookaburra,146.0,In-swinger,Middle Stump,Good Length,Sweep,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,7.6,4,134,72,9.08,11.17,7.6,White Kookaburra,82.1,Leg-break,Leg Stump,Full,Defensive,Weak,0,0,0.6539889441128657
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,8.6,4,0,66,8.6,0.0,8.6,Pink Ball,145.9,Bouncer,Leg Stump,Short,Slog,Weak,0,1,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Humid,1,16.5,9,0,19,8.73,0.0,16.5,SG Test,142.3,Yorker,Middle Stump,Yorker,Defensive,Weak,0,1,0.15
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,1,12.5,7,0,43,9.12,0.0,12.5,SG Test,98.1,Googly,Middle Stump,Good Length,Defensive,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Humid,2,16.5,8,71,19,6.3,22.42,16.5,White Kookaburra,149.1,Yorker,On the Off Stump,Yorker,Defensive,Missed,0,1,0.0033906631481187667
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Sunny,2,12.3,6,84,45,8.46,11.2,12.3,SG Test,96.5,Leg-break,Leg Stump,Good Length,Defensive,Weak,0,0,0.4479168864476529
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,9.3,6,91,63,10.65,8.67,9.3,SG Test,95.2,Leg-break,Outside Off,Full,Slog,Solid,1,0,0.6864582544443384
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,10.1,7,111,59,6.73,11.29,10.1,White Kookaburra,96.5,Leg-break,On the Off Stump,Full,Drive,Weak,0,0,0.3573314080502271
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Overcast,2,4.2,2,165,94,8.57,10.53,4.2,SG Test,73.6,Cutter,Outside Off,Good Length,Ramp/Scoop,Edge,0,1,0.781459769036563
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,1,1.4,3,0,110,9.29,0.0,1.4,SG Test,80.2,Leg-break,Middle Stump,Good Length,Defensive,Weak,1,0,0.41589044998817626
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,2,5.1,2,116,89,9.22,7.82,5.1,SG Test,85.3,Googly,On the Off Stump,Full,Drive,Solid,4,0,0.9386168925965079
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,11.2,5,0,52,8.04,0.0,11.2,SG Test,89.9,Normal,Outside Leg,Short,Ramp/Scoop,Edge,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Sunny,1,7.3,4,0,75,9.45,0.0,7.3,White Kookaburra,138.4,In-swinger,Outside Off,Good Length,Defensive,Solid,2,0,0.3168848459134378
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Sunny,1,13.4,6,0,38,7.91,0.0,13.4,White Kookaburra,86.9,Leg-break,Outside Off,Full,Slog,Edge,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Humid,2,11.5,6,72,49,9.48,8.82,11.5,SG Test,65.8,Cutter,Middle Stump,Good Length,Defensive,Weak,1,0,0.6668006130805944
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Night (Dew),2,15.6,8,52,24,9.04,13.0,15.6,Pink Ball,128.7,Cutter,Middle Stump,Short,Defensive,Weak,1,0,0.16568512364581442
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,2,3.6,2,147,96,10.28,9.19,3.6,Pink Ball,87.5,Normal,Leg Stump,Short,Pull/Hook,Edge,1,0,0.897764754245054
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Sunny,1,8.4,4,0,68,9.52,0.0,8.4,White Kookaburra,82.1,Googly,Leg Stump,Good Length,Drive,Weak,1,0,0.28939311826743414
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Sunny,1,10.5,5,0,55,8.29,0.0,10.5,Pink Ball,81.1,Googly,Middle Stump,Full Toss,Slog,Weak,1,0,0.18906071194741392
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,11.2,6,98,52,7.77,11.31,11.2,Pink Ball,147.3,In-swinger,On the Off Stump,Full,Slog,Solid,1,0,0.45162240525900016
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,2,6.3,4,128,81,6.35,9.48,6.3,Pink Ball,144.1,Bouncer,Middle Stump,Short,Slog,Weak,1,0,0.7801001339700712
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Overcast,2,0.6,0,168,114,8.33,8.84,0.6,White Kookaburra,146.4,Yorker,On the Off Stump,Yorker,Defensive,Weak,1,0,0.9567464944493095
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Overcast,1,12.5,8,0,43,7.36,0.0,12.5,White Kookaburra,83.8,Cutter,Middle Stump,Short,Pull/Hook,Missed,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Night (Dew),2,2.2,1,149,106,7.27,8.43,2.2,SG Test,95.4,Normal,On the Off Stump,Good Length,Defensive,Weak,0,0,0.9458332995187639
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Humid,2,5.1,5,117,89,7.25,7.89,5.1,SG Test,93.2,Normal,Outside Off,Good Length,Defensive,Weak,0,0,0.8034431212864779
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,19.4,9,0,2,11.03,0.0,19.4,White Kookaburra,101.6,Leg-break,Outside Leg,Good Length,Sweep,Perfect,4,0,0.15
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Sunny,1,18.3,9,0,9,10.44,0.0,18.3,SG Test,83.4,Leg-break,On the Off Stump,Full,Drive,Solid,6,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,15.3,8,0,27,10.13,0.0,15.3,SG Test,85.2,Normal,Outside Off,Good Length,Drive,Edge,1,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,3.6,2,0,96,8.61,0.0,3.6,Pink Ball,78.9,Leg-break,Outside Off,Short,Ramp/Scoop,Weak,1,0,0.3490142500576289
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Humid,2,18.1,9,31,11,8.51,16.91,18.1,SG Test,80.7,Googly,Outside Off,Full,Drive,Weak,1,0,0.02412702141766921
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Overcast,2,13.1,7,82,41,7.79,12.0,13.1,Pink Ball,143.7,Bouncer,Middle Stump,Short,Pull/Hook,Missed,0,0,0.2880240805872065
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,2,7.2,3,130,76,6.94,10.26,7.2,Pink Ball,99.5,Googly,Outside Off,Good Length,Defensive,Weak,1,0,0.80027276258435
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Night (Dew),1,14.6,7,0,30,8.56,0.0,14.6,Pink Ball,147.1,Yorker,On the Off Stump,Yorker,Defensive,Weak,1,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Sunny,1,11.2,6,0,52,10.0,0.0,11.2,Pink Ball,141.3,Bouncer,Leg Stump,Short,Pull/Hook,Weak,0,0,0.21557084379654365
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Sunny,2,15.4,7,48,26,7.66,11.08,15.4,Pink Ball,86.6,Off-break,On the Off Stump,Good Length,Defensive,Solid,2,0,0.3860373427086035
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Sunny,2,15.6,7,68,24,5.51,17.0,15.6,SG Test,89.4,Normal,Outside Off,Full,Drive,Missed,0,0,0.05685608405004364
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Sunny,1,5.2,2,0,88,8.46,0.0,5.2,SG Test,86.9,Leg-break,On the Off Stump,Good Length,Defensive,Solid,1,0,0.3020088715052682
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Night (Dew),1,12.3,6,0,45,9.92,0.0,12.3,White Kookaburra,95.9,Googly,Middle Stump,Full,Glance,Edge,4,0,0.27741242351406004
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Sunny,2,9.6,5,97,60,7.5,9.7,9.6,White Kookaburra,80.3,Googly,Middle Stump,Short,Slog,Weak,0,0,0.6786244766807978
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,0.6,0,0,114,10.0,0.0,0.6,White Kookaburra,79.7,Cutter,Leg Stump,Full,Sweep,Weak,1,0,0.5436386872370789
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Sunny,1,4.1,2,0,95,8.05,0.0,4.1,SG Test,80.2,Leg-break,Outside Off,Good Length,Drive,Solid,4,0,0.2778803941506428
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Humid,2,4.6,2,148,90,9.35,9.87,4.6,Pink Ball,144.1,Bouncer,Middle Stump,Short,Defensive,Solid,2,0,0.8759969209595011
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Humid,1,8.3,4,0,69,10.0,0.0,8.3,Pink Ball,94.8,Normal,Outside Off,Full,Lofted Shot,Weak,2,0,0.3795010222516408
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Night (Dew),2,18.6,9,5,6,8.6,5.0,18.6,White Kookaburra,72.1,Cutter,Outside Off,Good Length,Drive,Edge,0,1,0.0
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,2,16.2,9,47,22,7.9,12.82,16.2,White Kookaburra,143.8,Out-swinger,Outside Off,Good Length,Drive,Edge,4,0,0.15446526508353467
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Humid,1,6.1,5,0,83,7.21,0.0,6.1,SG Test,144.7,Out-swinger,Middle Stump,Good Length,Sweep,Weak,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,17.2,9,0,16,7.85,0.0,17.2,Pink Ball,88.1,Normal,Leg Stump,Full,Sweep,Solid,2,0,0.15
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Sunny,1,18.1,9,0,11,9.94,0.0,18.1,White Kookaburra,85.0,Googly,Middle Stump,Good Length,Drive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Humid,2,15.4,9,61,26,8.12,14.08,15.4,Pink Ball,88.6,Normal,On the Off Stump,Short,Defensive,Solid,2,0,0.0865900406009656
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Night (Dew),2,14.3,8,57,33,7.2,10.36,14.3,White Kookaburra,142.8,Out-swinger,Outside Off,Full,Drive,Edge,4,0,0.38458665821197047
